ar,country_ar,en,country_en
 أوسيتاني, فرنسا,Occitanie,France
 أوسيتيا الجنوبية, جورجيا, South Ossetia,Georgia
 أوسييك, كرواتيا, Osijek,Croatia
 أوشاك, تركيا, Uşak,Turkey
 أوشو، إيواته, اليابان, Oshu,Japan
 أوطاط الحاج, المغرب, Outat El Haj,Morocco
 أوغا، أكيتا, اليابان, Oga,Japan
 أوغاكي، غيفو, اليابان, Ogaki,Japan
 أوغبوموشو, نيجيريا, Ogbomosho,Nigeria
 أوغسبورغ, ألمانيا, Augsburg,Germany
 أوغندا, أوغندا, Uganda,Uganda
 أوغوري، فوكوكا, اليابان, Ogori,Japan
 أوغي، ساغا, اليابان, Ogi,Japan
 أوفا, روسيا, Ufa,Russian Federation
 أوفرايسل, هولندا, Overijssel,Netherlands
 أوفنباخ على ماين, ألمانيا,Offenbach am Main,Germany
 أوفنبورغ, ألمانيا,Offenburg,Germany
 أوفيرن-رون ألب, فرنسا,Auvergne-Rhône-Alpes,France
 أوفييدو, أسبانيا,Oviedo / Uviéu,Spain
 أوقروت, الجزائر, Aougrout,Algeria
 أوكا, نيجيريا, Awka,Nigeria
 أوكارا, باكستان, Okara,Pakistan
 أوكازاكي، آيتشي, اليابان, Okazaki,Japan
 أوكاوا، فوكوكا, اليابان, Okawa,Japan
 أوكايمدن, المغرب, Oukaïmeden,Morocco
 أوكرانيا, أوكرانيا, Ukraine,Ukraine
 أوكسار, فرنسا,Auxerre,France
 أوكلاند, نيوزيلاندا, Auckland,New Zealand
 أوكلاند (كاليفورنيا), الولايات المتحدة, Oakland,United States of America
 أوكلاهوما سيتي, الولايات المتحدة, Oklahoma City,United States of America
 أوكيغاوا، سايتاما, اليابان, Okegawa,Japan
 أوكيناوا, اليابان, Iwakuni,Japan
 أوكيها، فوكوكا, اليابان, Ukiha,Japan
 أولاد الجلاصي, تونس, Awled Jlassi,Tunisia
 أولاد امبارك, المغرب, Oulad M Barek,Morocco
 أولاد بدر, ليبيا, Awlad Badr,Libya
 أولاد بن عبد القادر, الجزائر, Ouled Ben Abdelkader,Algeria
 أولاد تايمة, المغرب, Ouled-Teima,Morocco
 أولاد جلال, الجزائر, Ouled Djellal,Algeria
 أولاد دراج, الجزائر, Ouled Derradj,Algeria
 أولاد رحمون, الجزائر, Ouled Rahmoune,Algeria
 أولاد رشاش, الجزائر, Oued Rechache,Algeria
 أولاد سي سليمان, الجزائر, Ouled Si Slimane,Algeria
 أولاد صباح, المغرب, Awlād Ṣabāḥ,Morocco
 أولاد عطية, الجزائر, Ouled Attia,Algeria
 أولاد عياد, المغرب, Oulad Ayyad,Morocco
 أولاد فارس, الجزائر, Ouled Fares,Algeria
 أولاد فايت, الجزائر, Ouled Fayet,Algeria
 أولاد فريج, المغرب, Oulad Frej,Morocco
 أولاد مسعود, ليبيا, Awlad Mas`ud,Libya
 أولاد موسى, الجزائر, Ouled Moussa,Algeria
 أولاد ميمون, الجزائر, Ouled Mimoun,Algeria
 أولاد هداج, الجزائر, Ouled Haddadj,Algeria
 أولاد يحيى, ليبيا, Awlad Yahya,Libya
 أولاد يعيش, الجزائر, Ouled Aiche,Algeria
 أولاد يعيش, الجزائر, Ouled Yaich,Algeria
 أولان باتور, منغوليا, Ulaanbaatar,Mongolia
 أولان هوت, الصين, Ulanhot,China
 أولانغوم, منغوليا, Ulaangom,Mongolia
 أولاو, البرتغال,Olhão,Portugal
 أولايفينزا, أسبانيا, Olivenza,Spain
 أولجي, منغوليا, Ölgii,Mongolia
 أولدنبورغ, ألمانيا,Oldenburg,Germany
 أولسان, كوريا الجنوبية, Ulsan,Korea 
 أولم, ألمانيا, Ulm,Germany
 أولمبيا, الولايات المتحدة, Olympia,United States of America
 أولوز, المغرب, Aoulouz,Morocco
 أولوموتس, جمهورية التشيك,Olomouc,Czechia
 أوليانوفسك, روسيا, Ulyanovsk,Russian Federation
 أوماتشي، ناغانو, اليابان, Omachi,Japan
 أومازاكي، شيزوكا, اليابان, Omaezaki,Japan
 أومسك, روسيا, Omsk,Russian Federation
 أومه، طوكيو, اليابان, Ome,Japan
 أوموتا، فوكوكا, اليابان, Omuta,Japan
 أومورا، ناغاساكي, اليابان, Omura,Japan
 أومي, ساحل العاج,Oumé,Cote d’Ivoire
 أوميتاما، إيباراكي, اليابان, Omitama,Japan
 أونتاريو, كندا, Ontario,Canada
 أونجو، فوكوكا, اليابان, Onojo,Japan
 أوندو, نيجيريا,Ondo,Nigeria
 أوندورخان, منغوليا, Enderkhaan,Mongolia
 أوندورخان, منغوليا, Undurkhaan,Mongolia
 أونو، هيوغو, اليابان, Ono,Japan
 أونومیجي، هیروشیما, اليابان, Onomichi,Japan
 أونيانقا صغير, تشاد, Ounianga Serir,Chad
 أونيانقا كبير, تشاد, Ounianga Kebir,Chad
 أوياما، توتشيغي, اليابان, Oyama,Japan
 أويتا، أويتا, اليابان, Oita,Japan
 أويدا, بنين, Whydah,Benin
 أويل, جنوب السودان, Aweil,South Sudan
 أويو, نيجيريا,Uyo,Nigeria
 أياسه، كاناغاوا, اليابان, Ayase,Japan
 أيت داوود, المغرب, Ait Daoud,Morocco
 أيت عميرة, المغرب, Aït Amira,Morocco
 أيت ملول, المغرب, Aït Melloul,Morocco
 أيدين, تركيا, Aydin,Turkey
 أيرلندا, أيرلندا, Ireland,Ireland
 أيرلندا الشمالية, المملكة المتحدة, Northern Ireland,UK
 أيزواكاماتسو، فوكوشيما, اليابان, Aizuwakamatsu,Japan
 أيكاوا, اليابان, Aikawa,Japan
 أينارو, تيمور الشرقية,Ainaro,Timor-Leste
 أيوب, تركيا,Eyüpsultan,Turkey
 أيود, جنوب السودان, Ayod,South Sudan
 أيوديا, الهند, Ayodhya,India
 أيوي، هيوغو, اليابان, Aioi,Japan
 إب, اليمن, Ibb,Yemen
 إبادان, نيجيريا, Ibadan,Nigeria
 إبارا، أوكاياما, اليابان, Ibara,Japan
 إباراكي، أوساكا, اليابان, Ibaraki,Japan
 إبراهيم الخليل, العراق, Ibrahim Khalil,Iraq
 إبرسبرغ, ألمانيا,Ebersberg,Germany
 إبطع, سوريا, Ibta`,Syrian Arab Republic
 إبيتسو، هوكايدو, اليابان, Ebetsu,Japan
 إبينو، ميازاكي, اليابان, Ebino,Japan
 إتاكو، إيباراكي, اليابان, Itako,Japan
 إتامي، هيوغو, اليابان, Itami,Japan
 إتبايات, الفيلبين, Itbayat,Philippines
 إتشيكيكوشيكينو، كاغوشيما, اليابان, Ichikikushikino,Japan
 إتشينوسيكي، إيواته, اليابان, Ichinoseki,Japan
 إتو، شيزوكا, اليابان, Ito,Japan
 إتومان، أوكيناوا, اليابان, Itoman,Japan
 إتويغاوا، نييغاتا, اليابان, Itoigawa,Japan
 إثيوبيا, اثيوبيا, Ethiopia,Ethiopia
 إجدابيا, ليبيا, Ajdabiya,Libya
 إحدادن, المغرب, Ihaddaden,Morocco
 إدري, ليبيا, Adiri,Libya
 إدفو, مصر, Idfu,Egypt
 إدكو, مصر, Idku,Egypt
 إدلب, سوريا, Idlib,Syrian Arab Republic
 إدمونتون, كندا, Edmonton,Canada
 إدموند, الولايات المتحدة, Edmond,United States of America
 إدموندز, الولايات المتحدة,Edmonds,United States of America
 إدنبرة, المملكة المتحدة,Edinburgh,UK
 إذنا, فلسطين, Idhna, Palestinian
 إرباخ, ألمانيا,Erbach,Germany
 إربد, الأردن, Irbid,Jordan
 إربين, أوكرانيا, Irpin,Ukraine
 إرتريا, اريتريا, Eritrea,Eritrea
 إرجيش, تركيا,Erciş,Turkey
 إردنيت, منغوليا, Erdenet,Mongolia
 إردينغ, ألمانيا, Erding,Germany
 إرزين, تركيا,Erzin,Turkey
 إرفورت, ألمانيا,Erfurt,Germany
 إركرات, ألمانيا,Erkrath,Germany
 إركوتسك, روسيا, Irkutsk,Russian Federation
 إرلنغن, ألمانيا, Erlangen,Germany
 إرموسييو, المكسيك, Hermosillo,Mexico
 إروما، سايتاما, اليابان, Iruma,Japan
 إرون, أسبانيا, Irun,Spain
 إريبا, تشاد, Iriba,Chad
 إزرع, سوريا, Izra`,Syrian Arab Republic
 إزكي, عمان, Izki,Oman
 إزميد, تركيا, İzmit,Turkey
 إزمير, تركيا, Izmir,Turkey
 إزو، شيزوكا, اليابان, Izu,Japan
 إزومو، شيمانه, اليابان, Izumo,Japan
 إزومي، أوساكا, اليابان, Izumi,Japan
 إزوميسانو، أوساكا, اليابان, Izumisano,Japan
 إزوميوتسو، أوساكا, اليابان, Izumiotsu,Japan
 إزونوكني، شيزوكا, اليابان, Izunokuni,Japan
 إساكوه, الولايات المتحدة,Issaquah,United States of America
 إساهايا، ناغاساكي, اليابان, Isahaya,Japan
 إسبانيا, أسبانيا, Spain,Spain
 إسبرطة, تركيا, Isparta,Turkey
 إسبيرغ, الدانمرك,Esbjerg,Denmark
 إسبيعة, ليبيا, Sebiaa,Libya
 إستونيا, استونيا, Estonia,Estonia
 إستيرلينغ, المملكة المتحدة, Stirling,UK
 إسطنبول, تركيا, Istanbul,Turkey
 إسكوبية, مقدونيا, Skopje,North Macedonia
 إسكي شهر, تركيا, Eskisehir,Turkey
 إسلا كريستينا, أسبانيا,Isla Cristina,Spain
 إسلام آباد, باكستان, Islamabad,Pakistan
 إسلام شهر, ايران, Eslamshahr,Iran 
 إسلام كوت, باكستان, Islamkot,Pakistan
 إسلام كوت, باكستان,اسلام کوٹ,Pakistan
 إسن, ألمانيا,Essen,Germany
 إسنا, مصر, Esna,Egypt
 إسومي، تشيبا, اليابان, Isumi,Japan
 إسيساكي، غونما, اليابان, Isesaki,Japan
 إسينلار, تركيا,Esenler,Turkey
 إشبيلية, أسبانيا, Seville,Spain
 إشمول, الجزائر, Ichemoul,Algeria
 إشنهاوزن, ألمانيا,Ichenhausen,Germany
 إشيغاكا، أوكيناوا, اليابان, Ishigaki,Japan
 إشيكاري، هوكايدو, اليابان, Ishikari,Japan
 إغدير, تركيا,Iğdır,Turkey
 إغرم, المغرب, Igherm,Morocco
 إغرم, الجزائر, Ighram,Algeria
 إغزار أمقران, الجزائر, Ighzer Amokrane,Algeria
 إغيل علي, الجزائر, Ighil Ali,Algeria
 إفران, المغرب, Ifrane,Morocco
 إفروان, النيجر,Iferouâne,Niger
 إقالويت, كندا, Iqaluit,Canada
 إقليد, ايران, Eghlid,Iran 
 إقليم العيون, المغرب, Laayoune,Morocco
 إقليم راجشاهي, بنجلاديش, Rajshahi Division,Bangladesh
 إقليم كردستان, العراق, Iraqi Kurdistan,Iraq
 إقليم ميمينسينغ, بنجلاديش, Mymensingh Division,Bangladesh
 إكوادور, الاكوادور, Ecuador,Ecuador
 إكورودو, نيجيريا,Ikorodu,Nigeria
 إكي، ناغاساكي, اليابان, Iki,Japan
 إكيتي, نيجيريا,Ekiti,Nigeria
 إكيدا، أوساكا, اليابان, Ikeda,Japan
 إل كاسار, أسبانيا,El Casar,Spain
 إلإيجايدو, أسبانيا,El Ejido,Spain
 إلاسونا, اليونان, Elassona,Greece
 إلرتيسن, ألمانيا,Illertissen,Germany
 إلماثن, الجزائر,Ilmaten,Algeria
 إلورين, نيجيريا, Ilorin,Nigeria
 إليزي, الجزائر, Illizi,Algeria
 إليشا, نيجيريا, Ilesa,Nigeria
 إماري، ساغا, اليابان, Imari,Japan
 إمبا درهو, اريتريا, Emba Derho,Eritrea
 إمزورن, المغرب, Imzouren,Morocco
 إمسوان, المغرب, Imsouane,Morocco
 إملشيل, المغرب, Imilchil,Morocco
 إمليل, المغرب, Imlil,Morocco
 إمن, هولندا,Emmen,Netherlands
 إمو, نيجيريا, Imo,Nigeria
 إموزار مرموشة, المغرب, Imouzzer Marmoucha,Morocco
 إن غار, الجزائر, In Ghar,Algeria
 إنا، ناغانو, اليابان, Ina,Japan
 إنابه، ميه, اليابان, Inabe,Japan
 إنازاوا، آيتشي, اليابان, Inazawa,Japan
 إناشيكي، إيباراكي, اليابان, Inashiki,Japan
 إناغي، طوكيو, اليابان, Inagi,Japan
 إنال, موريتانيا,إنال,Mauritania
 إنبهتال, ألمانيا,Ennepetal,Germany
 إنبينغ, الصين, Enping,China
 إنتتشو, اثيوبيا, Inticho,Ethiopia
 إنخل, سوريا, Inkhil,Syrian Arab Republic
 إندا جرجس, اريتريا, Enda Giorgis,Eritrea
 إندور, الهند, Indore,India
 إندونيسيا, اندونيسيا, Indonesia,Indonesia
 إنديانابوليس, الولايات المتحدة, Indianapolis,United States of America
 إنزاي، تشيبا, اليابان, Inzai,Japan
 إنزگان, المغرب, Inezgane,Morocco
 إنسبروك, النمسا, Innsbruck,Austria
 إنسناذا, المكسيك, Ensenada,Mexico
 إنغلوود, الولايات المتحدة, Inglewood,United States of America
 إنغولشتات, ألمانيا,Ingolstadt,Germany
 إنفرنيس, المملكة المتحدة, Inverness,UK
 إنوغو, نيجيريا, Enugu,Nigeria
 إنوياما، آيتشي, اليابان, Inuyama,Japan
 إنيدي الشرقية, تشاد, East Ennedi,Chad
 إنيدي الغربية, تشاد, West Ennedi Region,Chad
 إهدن, لبنان, Ehden,Lebanon
 إهناسية المدينة, مصر, Ihnasya al Madinah,Egypt
 إواتا، شيزوكا, اليابان, Iwata,Japan
 إواكورا، آيتشي, اليابان, Iwakura,Japan
 إيباغيه, كولومبيا,Ibagué,Colombia
 إيبسكوبي, قبرص, Episkopi,Cyprus
 إيبوسوكي، كاغوشيما, اليابان, Ibusuki,Japan
 إيبوه, ماليزيا, Ipoh,Malaysia
 إيبيبين, غينيا الاستوائية,Ebebiyín,Equatorial Guinea
 إيتاباشي، طوكيو, اليابان, Itabashi,Japan
 إيتاي البارود, مصر, Itay el-Barud,Egypt
 إيتشينوميا، آيتشي, اليابان, Ichinomiya,Japan
 إيتشيهارا، تشيبا, اليابان, Ichihara,Japan
 إيتو, تشاد,Ito إيتو,Chad
 إيتوشيما, اليابان, Itoshima,Japan
 إيجاغبو أفا, نيجيريا,Ijagbo Offa,Nigeria
 إيجيفسك, روسيا, Izhevsk,Russian Federation
 إيدل, تركيا,İdil,Turkey
 إيدوغاوا، طوكيو, اليابان, Edogawa,Japan
 إيذه, ايران, Izeh,Iran 
 إيرا, اليابان, Aira,Japan
 إيرابترا, اليونان, Ierapetra,Greece
 إيران, ايران, Iran,Iran 
 إيران شهر, ايران, Iranshahr,Iran 
 إيري, الولايات المتحدة, Erie,United States of America
 إيزولا, سلوفينيا,Izola / Isola,Slovenia
 إيزومي، كاغوشيما, اليابان, Izumi,Japan
 إيسا, اليابان, Isa,Japan
 إيست لندن, جنوب أفريقيا, East London,South Africa
 إيسر, الجزائر, Isser,Algeria
 إيسلا موخيريس, المكسيك,Isla Mujeres,Mexico
 إيسن, بلجيكا,Essen,Belgium
 إيسه, اليابان, Ise,Japan
 إيشل كرنجي, الهند,Ichalkaranji,India
 إيشيشكس, ليتوانيا,Eišiškės,Lithuania
 إيشينوماكي، مياغي, اليابان, Ishinomaki,Japan
 إيشيوكا، إيباراكي, اليابان, Ishioka,Japan
 إيطاليا, ايطاليا, Italy,Italy
 إيغر, المجر, Eger,Hungary
 إيغيردير, تركيا,Eğirdir,Turkey
 إيف, نيجيريا, Ife,Nigeria
 إيف, فرنسا,Ifs,France
 إيفريت, الولايات المتحدة, Everett,United States of America
 إيفينايونغ, غينيا الاستوائية,Evinayong,Equatorial Guinea
 إيكسل, بلجيكا,Ixelles - Elsene,Belgium
 إيل دو فرانس, فرنسا, Ile-de-France,France
 إيلام, ايران, Ilam,Iran 
 إيلختشي, ايران, Ilkhchi,Iran 
 إيلوليسات, جرينلاند,Ilulissat,Greenland
 إيليكتروستال, روسيا, Elektrostal,Russian Federation
 إيليكتروغلي, روسيا, Elektrougli,Russian Federation
 إيليكتروغورسك, روسيا, Elektrogorsk,Russian Federation
